Material,SAP Description,Product Family,Family,Finance Category,FinCatDes,Product Category,Division,Lifecycle,Alias,Launch,EOL,SW,Metric1,Metric Comment
27774,321 HOME ENT GRY RG1 120V FRNWD,HED00223,321,SB21,SoundBar 2.1,Soundbars,CED,End of Service Life,KIWI,1/1/2001,1/1/2006,N/A,ComplianceDate,
27788,321 HOME ENT GRPHT R2 230UK FRNWD,HED00223,321,SB21,SoundBar 2.1,Soundbars,CED,End of Service Life,KIWI,1/1/2001,1/1/2006,N/A,ComplianceDate,
27789,321 HOME ENT WHT R2 230UK FRNWD,HED00223,321,SB21,SoundBar 2.1,Soundbars,CED,End of Service Life,KIWI,1/1/2001,1/1/2006,N/A,ComplianceDate,
28035,161 BLACK FACTORY RENEWED,HED00024,161,STEREOFLR,Floorstanding Speakers,Speakers,CED,Decline,DEUCE,8/1/2001,,N/A,Sales%,
28036,161 WHITE FACTORY RENEWED,HED00024,161,STEREOFLR,Floorstanding Speakers,Speakers,CED,Decline,DEUCE,8/1/2001,,N/A,Sales%,
28555,MEDIAMATE COMPUTER WHITE 120V,HED00215,MM1,COMP-SPKR,Computer Speakers,Speakers,CED,End of Service Life,PAPERBACK,1/1/1994,1/1/2006,N/A,ComplianceDate,
28556,MEDIAMATE COMPUTER INDIGO 120V,HED00215,MM1,COMP-SPKR,Computer Speakers,Speakers,CED,End of Service Life,PAPERBACK,1/1/1994,1/1/2006,N/A,ComplianceDate,
28557,MEDIAMATE COMPUTER ICE BLUE 120V,HED00215,MM1,COMP-SPKR,Computer Speakers,Speakers,CED,End of Service Life,PAPERBACK,1/1/1994,1/1/2006,N/A,ComplianceDate,
29093,BOSE WAVE RADIO V GRAY 120 RSTRD,HED00237,AWR1,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,,,,Profit%,
29094,BOSE WAVE RADIO V WHT 120 RSTRD,HED00237,AWR1,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,,,,Profit%,
29275,ACOUSTIMASS 6 III BLACK 100-127V,HED00014,AM6,AM,Acoustimass,Premium Home Theater,CED,End of Sales,,8/1/2002,10/1/2014,,Profit%,
29277,ACOUSTIMASS 6 III BLACK 220-240V,HED00014,AM6,AM,Acoustimass,Premium Home Theater,CED,End of Sales,,8/1/2002,10/1/2014,,Profit%,
29278,ACOUSTIMASS 6 III WHITE 220-240V,HED00014,AM6,AM,Acoustimass,Premium Home Theater,CED,End of Sales,,8/1/2002,10/1/2014,,Profit%,
29279,ACOUSTIMASS 6 III BLK 220-240UK,HED00014,AM6,AM,Acoustimass,Premium Home Theater,CED,End of Sales,,8/1/2002,10/1/2014,,Profit%,
29280,ACOUSTIMASS 6 III WHT 220-240UK,HED00014,AM6,AM,Acoustimass,Premium Home Theater,CED,End of Sales,,8/1/2002,10/1/2014,,Profit%,
29283,ACOUSTIMASS 10 III BLK 100-127V,HED00008,AM10,AM,Acoustimass,Premium Home Theater,CED,End of Service Life,BRUTUS,8/1/1998,1/1/2002,N/A,ComplianceDate,
29284,ACOUSTIMASS 10 III WHT 100-127V,HED00008,AM10,AM,Acoustimass,Premium Home Theater,CED,End of Service Life,BRUTUS,8/1/2002,7/1/2006,N/A,ComplianceDate,
29285,ACOUSTIMASS 10 III BLK 220-240V,HED00008,AM10,AM,Acoustimass,Premium Home Theater,CED,End of Service Life,BRUTUS,8/1/2002,7/1/2006,N/A,ComplianceDate,
29286,ACOUSTIMASS 10 III WHT 220-240V,HED00008,AM10,AM,Acoustimass,Premium Home Theater,CED,End of Service Life,BRUTUS,8/1/2002,7/1/2006,N/A,ComplianceDate,
29292,ACOUSTIMASS 15 II WHITE 100-127V,HED00005,AM15,AM,Acoustimass,Premium Home Theater,CED,End of Service Life,,8/1/2002,1/1/2009,,ComplianceDate,
29293,ACOUSTIMASS 15 II BLACK 220-240V,HED00005,AM15,AM,Acoustimass,Premium Home Theater,CED,End of Service Life,,8/1/2002,1/1/2009,,ComplianceDate,
29294,ACOUSTIMASS 15 II WHITE 220-240V,HED00005,AM15,AM,Acoustimass,Premium Home Theater,CED,End of Service Life,,8/1/2002,1/1/2009,,ComplianceDate,
29295,ACOUSTIMASS 15 II BLK 220-240UK,HED00005,AM15,AM,Acoustimass,Premium Home Theater,CED,End of Service Life,,8/1/2002,1/1/2009,,ComplianceDate,
29297,201 V BLACK,HED00026,201,STEREOFLR,Floorstanding Speakers,Speakers,CED,Unknown,,1/1/2002,,,PartsNoLongerAvailDate,
29298,201 V LIGHT CHERRY,HED00026,201,STEREOFLR,Floorstanding Speakers,Speakers,CED,Unknown,,1/1/2002,,,PartsNoLongerAvailDate,
29299,201 V BLACK FACTORY RENEWED,HED00026,201,STEREOFLR,Floorstanding Speakers,Speakers,CED,Unknown,,1/1/2002,,,PartsNoLongerAvailDate,
29300,201 V LIGHT CHERRY FRNWD,HED00026,201,STEREOFLR,Floorstanding Speakers,Speakers,CED,Unknown,,1/1/2002,,,PartsNoLongerAvailDate,
29309,301 V BLACK,HED00027,301,STEREOFLR,Floorstanding Speakers,Speakers,CED,Decline,SAPPHIRE,8/1/2002,,N/A,Sales%,
29310,301 V LIGHT CHERRY,HED00027,301,STEREOFLR,Floorstanding Speakers,Speakers,CED,Decline,SAPPHIRE,8/1/2002,,N/A,Sales%,
29311,301 V BLACK FACTORY RENEWED,HED00027,301,STEREOFLR,Floorstanding Speakers,Speakers,CED,Decline,SAPPHIRE,8/1/2002,,N/A,Sales%,
29312,301 V LIGHT CHERRY FRNWD,HED00027,301,STEREOFLR,Floorstanding Speakers,Speakers,CED,Decline,SAPPHIRE,8/1/2002,,N/A,Sales%,
29314,301 V BLACK RIGHT,HED00027,301,STEREOFLR,Floorstanding Speakers,Speakers,CED,Decline,SAPPHIRE,8/1/2002,,N/A,Sales%,
29329,LIFESTYLE 28 SYS BLACK RG1 DUAL,HED00186,LS28,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,,9/1/2001,1/1/2004,,ComplianceDate,
29331,LIFESTYLE 28 SYS BLACK RG2 230V,HED00186,LS28,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,,9/1/2001,1/1/2004,,ComplianceDate,
29333,LIFESTYLE 35 SYS BLACK RG1 DUAL,HED00188,LS35,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,,9/1/2001,1/1/2004,,ComplianceDate,
29335,LIFESTYLE 35 SYS BLACK RG2 230V,HED00188,LS35,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,,9/1/2001,1/1/2004,,ComplianceDate,
29376,LIFESTYLE 48 FLUSH WHT R4 220-240 AU,HED00191,LS48,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,FEDX,8/1/2007,1/1/2012,FX_CON.iso,ComplianceDate,
29495,WAVE RADIO-CD PLT WHITE 230 IND,HED00238,AWRC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Service Life,,11/1/1998,8/1/2004,,ComplianceDate,
29659,ACOUSTIMASS 16 BLACK 100-127V,HED00009,AM16,AM,Acoustimass,Premium Home Theater,CED,End of Service Life,FORT KNOX,8/1/2002,7/1/2006,N/A,ComplianceDate,
29660,ACOUSTIMASS 16 WHITE 100-127V,HED00009,AM16,AM,Acoustimass,Premium Home Theater,CED,End of Service Life,FORT KNOX,8/1/2002,7/1/2006,N/A,ComplianceDate,
29712,LIFESTYLE 28E SYSTEM BLACK 120V,HED00186,LS28,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,,9/1/2001,1/1/2004,,ComplianceDate,
29713,LIFESTYLE 28E SYSTEM WHITE 120V,HED00186,LS28,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,,9/1/2001,1/1/2004,,ComplianceDate,
29714,LIFESTYLE 35E SYSTEM BLACK 120V,HED00188,LS35,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,,9/1/2001,1/1/2004,,ComplianceDate,
29715,LIFESTYLE 35E SYSTEM WHITE 120V,HED00188,LS35,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,,9/1/2001,1/1/2004,,ComplianceDate,
29823,WAVE RADIO GRAPHITE RPC 120 VOLT,HED00237,AWR1,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,,,,Profit%,
29840,MEDIAMATE INDIGO 230V,HED00215,MM1,COMP-SPKR,Computer Speakers,Speakers,CED,End of Service Life,PAPERBACK,1/1/1994,1/1/2006,N/A,ComplianceDate,
30124,321 HOME ENT. SYS GRPHT R4 DUAL,HED00223,321,SB21,SoundBar 2.1,Soundbars,CED,End of Service Life,KIWI,1/1/2001,1/1/2006,N/A,ComplianceDate,
30398,FREESTYLE GRAPHITE GRAY 120 VOLT,HED00218,FRSY,COMP-SPKR,Computer Speakers,Speakers,CED,End of Service Life,A2X,5/1/2003,,N/A,ComplianceDate,
30456,LIFESTYLE 35 SYS WHITE RG4 DUAL,HED00188,LS35,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,,9/1/2001,1/1/2004,,ComplianceDate,
30518,201 BLACK JPN,HED00026,201,STEREOFLR,Floorstanding Speakers,Speakers,CED,End of Service Life,,1/1/1982,1/1/1984,,ComplianceDate,
30531,301 V BLACK JPN,HED00027,301,STEREOFLR,Floorstanding Speakers,Speakers,CED,Decline,SAPPHIRE,8/1/2002,6/30/2019,N/A,Sales%,
30650,MEDIAMATE COMPUTER GRAY 100V,HED00215,MM1,COMP-SPKR,Computer Speakers,Speakers,CED,End of Service Life,PAPERBACK,1/1/1994,1/1/2006,N/A,ComplianceDate,
30652,MEDIAMATE COMPUTER ICE BLUE 100V,HED00215,MM1,COMP-SPKR,Computer Speakers,Speakers,CED,End of Service Life,PAPERBACK,1/1/1994,1/1/2006,N/A,ComplianceDate,
31095,MEDIAMATE COMPUTER GRAPHITE 120V,HED00215,MM1,COMP-SPKR,Computer Speakers,Speakers,CED,End of Service Life,PAPERBACK,1/1/1994,1/1/2006,N/A,ComplianceDate,
31233,WAVE RADIO-CD GRPHT GRAY 230CHN,HED00238,AWRC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Service Life,,11/1/1998,8/1/2004,,ComplianceDate,
31509,191 WHITE,HED00049,191,STEREOINV,Invisible Speakers,Speakers,CED,End of Sales,HIDING DEUCE,5/1/2003,4/1/2017,N/A,Profit%,
31510,191 WHITE FACTORY RENEWED,HED00049,191,STEREOINV,Invisible Speakers,Speakers,CED,End of Sales,HIDING DEUCE,5/1/2003,4/1/2017,N/A,Profit%,
31581,301 V BLACK VN,HED00027,301,STEREOFLR,Floorstanding Speakers,Speakers,CED,Decline,SAPPHIRE,8/1/2002,,N/A,Sales%,
31590,AM6 III BLACK 100-127V FRNWD,HED00014,AM6,AM,Acoustimass,Premium Home Theater,CED,End of Sales,,8/1/2002,10/1/2014,,Profit%,
31591,AM10 III BLACK 100-127V FRNWD,HED00008,AM10,AM,Acoustimass,Premium Home Theater,CED,End of Service Life,BRUTUS,8/1/2002,7/1/2006,N/A,ComplianceDate,
31597,AM6 III BLACK 220-240V FRNWD,HED00014,AM6,AM,Acoustimass,Premium Home Theater,CED,End of Sales,,8/1/2002,10/1/2014,,Profit%,
31598,AM6 III WHITE 220-240V FRNWD,HED00014,AM6,AM,Acoustimass,Premium Home Theater,CED,End of Sales,,8/1/2002,10/1/2014,,Profit%,
31599,AM6 III BLACK 220-240UK FRNWD,HED00014,AM6,AM,Acoustimass,Premium Home Theater,CED,End of Sales,,8/1/2002,10/1/2014,,Profit%,
31600,AM6 III WHITE 220-240UK FRNWD,HED00014,AM6,AM,Acoustimass,Premium Home Theater,CED,End of Sales,,8/1/2002,10/1/2014,,Profit%,
31607,AM15 II BLACK 220-240UK FRNWD,HED00005,AM15,AM,Acoustimass,Premium Home Theater,CED,End of Service Life,,8/1/2002,1/1/2009,,ComplianceDate,
31608,AM15 II WHITE 220-240UK FRNWD,HED00005,AM15,AM,Acoustimass,Premium Home Theater,CED,End of Service Life,,8/1/2002,1/1/2009,,ComplianceDate,
31763,FREESPACE 51 ENVIRONMENTAL SPKRS,HED00037,FS51,STEREOOUT,Outdoor Speakers,Speakers,CED,Maturity,SUMMER,5/1/2003,,N/A,PartsNoLongerAvailDate,
31764,FREESPACE 51 ENVIRONMENTAL FRNWD,HED00037,FS51,STEREOOUT,Outdoor Speakers,Speakers,CED,Maturity,SUMMER,5/1/2003,,N/A,PartsNoLongerAvailDate,
31953,AWMS POWERPACK BLACK 120V,HED00064,AWAC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,,,,Profit%,
31954,AWMS POWERPACK BLACK 220V,HED00064,AWAC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,,,,Profit%,
32022,AW CD CHANGER WHITE 120 VOLT,HED00233,AWCH,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Service Life,,10/1/2003,12/1/2006,,ComplianceDate,
32023,AW CD CHANGER GRAPHITE 120 VOLT,HED00233,AWCH,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Service Life,,10/1/2003,12/1/2006,,ComplianceDate,
32026,LIFESTYLE 18 SYSTEM BLACK R1 120,HED00183,LS18,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,,5/1/2003,1/1/2004,,ComplianceDate,
32027,LIFESTYLE 18 SYSTEM WHITE R1 120,HED00183,LS18,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,,5/1/2003,1/1/2004,,ComplianceDate,
32031,LIFESTYLE 18 SYSTEM WHITE R2 230,HED00183,LS18,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,,5/1/2003,1/1/2004,,ComplianceDate,
32520,LIFESTYLE 18 SYS BLACK R3 DUAL,HED00183,LS18,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,,5/1/2003,1/1/2004,,ComplianceDate,
33012,321 GS DVD HE SYS GRPHT R1 120V,HED00226,321GS,SB21,SoundBar 2.1,Soundbars,CED,End of Service Life,GEMSTONE,9/1/2003,7/1/2004,N/A,ComplianceDate,
33013,321 GS DVD HE SYS SILVER R1 120V,HED00226,321GS,SB21,SoundBar 2.1,Soundbars,CED,End of Service Life,GEMSTONE,9/1/2003,7/1/2004,N/A,ComplianceDate,
33016,321 GS DVD HE SYS GRPHT R2 230V,HED00226,321GS,SB21,SoundBar 2.1,Soundbars,CED,End of Service Life,GEMSTONE,9/1/2003,7/1/2004,N/A,ComplianceDate,
33017,321 GS DVD HE SYS SILVER R2 230V,HED00226,321GS,SB21,SoundBar 2.1,Soundbars,CED,End of Service Life,GEMSTONE,9/1/2003,7/1/2004,N/A,ComplianceDate,
33026,321 GS DVD HE SYS GRPHT R4 DUAL,HED00226,321GS,SB21,SoundBar 2.1,Soundbars,CED,End of Service Life,GEMSTONE,9/1/2003,7/1/2004,N/A,ComplianceDate,
33027,321 GS DVD HE SYS SILVER R4 DUAL,HED00226,321GS,SB21,SoundBar 2.1,Soundbars,CED,End of Service Life,GEMSTONE,9/1/2003,7/1/2004,N/A,ComplianceDate,
33028,321 GS DVD HE SYS GRPHT R4 240V AUS,HED00226,321GS,SB21,SoundBar 2.1,Soundbars,CED,End of Service Life,GEMSTONE,9/1/2003,7/1/2004,N/A,ComplianceDate,
33029,321 GS DVD HE SYS SLVR R4 240V AUS,HED00226,321GS,SB21,SoundBar 2.1,Soundbars,CED,End of Service Life,GEMSTONE,9/1/2003,7/1/2004,N/A,ComplianceDate,
33061,COMPANION 3 MM GRAPHITE 120V,HED00212,CMM3,COMP-SPKR,Computer Speakers,Speakers,CED,End of Sales,RISING SUN,10/1/2003,1/1/2012,N/A,Profit%,
33175,301 V WHITE JPN,HED00027,301,STEREOFLR,Floorstanding Speakers,Speakers,CED,Decline,SAPPHIRE,8/1/2002,,N/A,Sales%,
33184,WAVE RADIO GRAPHITE RPC 120 FRND,HED00237,AWR1,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,,,,Profit%,
33322,AW CD CHANGER WHITE 120V FRNWD,HED00233,AWCH,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Service Life,,10/1/2003,12/1/2006,,ComplianceDate,
33484,AW CD CHANGER GRAPHITE 230 VOLT,HED00233,AWCH,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Service Life,,10/1/2003,12/1/2006,,ComplianceDate,
33490,COMPANION 3 MM GRAPHITE 230V,HED00212,CMM3,COMP-SPKR,Computer Speakers,Speakers,CED,End of Sales,RISING SUN,10/1/2003,1/1/2012,N/A,Profit%,
33492,COMPANION 3 MM GRAPHITE 230UK,HED00212,CMM3,COMP-SPKR,Computer Speakers,Speakers,CED,End of Sales,RISING SUN,10/1/2003,1/1/2012,N/A,Profit%,
33571,AM10 III SYS SILVER-BLK 100-127V,HED00008,AM10,AM,Acoustimass,Premium Home Theater,CED,End of Service Life,BRUTUS,8/1/2002,7/1/2006,N/A,ComplianceDate,
33574,AM16 SYS SILVER-BLK 100-127V,HED00009,AM16,AM,Acoustimass,Premium Home Theater,CED,End of Service Life,SPARKLE,8/1/2002,7/1/2006,N/A,ComplianceDate,
33935,COMPANION 3 MM GRAPHITE 120V,HED00212,CMM3,COMP-SPKR,Computer Speakers,Speakers,CED,End of Sales,RISING SUN,10/1/2003,1/1/2012,N/A,Profit%,
33936,COMPANION 3M MM GRPHT 120 FRNWD,HED00212,CMM3,COMP-SPKR,Computer Speakers,Speakers,CED,End of Sales,RISING SUN,10/1/2003,1/1/2012,N/A,Profit%,
33975,WAVE MUSIC SYSTEM GRPHT 120V,HED00238,AWRC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,8/1/2004,4/1/2012,,Profit%,
33976,WAVE MUSIC SYSTEM WHT 120V,HED00238,AWRC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,8/1/2004,4/1/2012,,Profit%,
33977,WAVE MUSIC SYS GRPHT 120V FRNWD,HED00238,AWRC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,8/1/2004,4/1/2012,,Profit%,
33978,WAVE MUSIC SYS WHITE 120V FRNWD,HED00238,AWRC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,8/1/2004,4/1/2012,,Profit%,
33979,WAVE MUSIC SYS GRAPHITE 230V,HED00238,AWRC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,8/1/2004,4/1/2012,,Profit%,
33980,WAVE MUSIC SYS PLATINUM WHT 230V,HED00238,AWRC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,8/1/2004,4/1/2012,,Profit%,
33981,WAVE MUSIC SYS GRPHT 230V FRNWD,HED00238,AWRC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,8/1/2004,4/1/2012,,Profit%,
33982,WAVE MUSIC SYS PLT WHT 230V FRNWD,HED00238,AWRC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,8/1/2004,4/1/2012,,Profit%,
33983,WAVE MUSIC SYS GRAPHITE 230 UK,HED00238,AWRC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,8/1/2004,4/1/2012,,Profit%,
33984,WAVE MUSIC SYS PLAT WHT 230UK,HED00238,AWRC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,8/1/2004,4/1/2012,,Profit%,
33985,WAVE MUSIC SYS GRPHT 220UK FRNWD,HED00238,AWRC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,8/1/2004,4/1/2012,,Profit%,
33986,WAVE MUSIC SYS PLT WHT 230UK FRNWD,HED00238,AWRC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,8/1/2004,4/1/2012,,Profit%,
33987,WAVE MUSIC SYS GRAPHITE 240 ASIA-PAC,HED00238,AWRC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,8/1/2004,4/1/2012,,Profit%,
33988,WAVE MUSIC SYS PLAT WHT 240 ASIA-PAC,HED00238,AWRC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,8/1/2004,4/1/2012,,Profit%,
33996,WAVE MUSIC SYS PLAT WHT 100JPN,HED00238,AWRC,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,8/1/2004,4/1/2012,,Profit%,
34036,WAVE RADIO II PLT WHITE 120,HED00237,AWR1,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,4/1/2005,4/1/2012,,Profit%,
34037,WAVE RADIO II GRAPHITE 120,HED00237,AWR1,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,4/1/2005,4/1/2012,,Profit%,
34038,WAVE RADIO II PLT WHITE 230,HED00237,AWR1,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,4/1/2005,4/1/2012,,Profit%,
34039,WAVE RADIO II GRAPHITE 230,HED00237,AWR1,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,4/1/2005,4/1/2012,,Profit%,
34052,AWMS AND CD CHANGER WHITE 230V,HED00234,AWMS,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,,,,Profit%,
34056,WAVE RADIO II PLT WHITE 240 AP,HED00237,AWR1,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,4/1/2005,4/1/2012,,Profit%,
34057,WAVE RADIO II GRAPHITE 240 AP,HED00237,AWR1,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,4/1/2005,4/1/2012,,Profit%,
34058,WAVE RADIO II PLT WHT 120 FRNWD,HED00237,AWR1,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,4/1/2005,4/1/2012,,Profit%,
34059,WAVE RADIO II GRPHT 120 FRNWD,HED00237,AWR1,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,4/1/2005,4/1/2012,,Profit%,
34060,WAVE RADIO II PLT WHT 230 FRNWD,HED00237,AWR1,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,4/1/2005,4/1/2012,,Profit%,
34061,WAVE RADIO II GRPHT 230 FRNWD,HED00237,AWR1,WAVEXWIFI,Wave (No WiFi),Legacy,CED,End of Sales,,4/1/2005,4/1/2012,,Profit%,
34103,151 SE ENVIRONMENTAL SYS BLACK,HED00035,151,STEREOOUT,Outdoor Speakers,Speakers,CED,Maturity,,3/1/2004,,,PartsNoLongerAvailDate,
34104,151 SE ENVIRONMENTAL SYS WHITE,HED00035,151,STEREOOUT,Outdoor Speakers,Speakers,CED,Maturity,,3/1/2004,,,PartsNoLongerAvailDate,
34105,151 SE ENVIRONMENTAL BLK FRNWD,HED00035,151,STEREOOUT,Outdoor Speakers,Speakers,CED,Maturity,,3/1/2004,,,PartsNoLongerAvailDate,
34106,151 SE ENVIRONMENTAL WHT FRNWD,HED00035,151,STEREOOUT,Outdoor Speakers,Speakers,CED,Maturity,,3/1/2004,,,PartsNoLongerAvailDate,
34122,321 II DVD HE SYS GRPHT R1 120V,HED00223,321,SB21,SoundBar 2.1,Soundbars,CED,End of Service Life,KNEX,7/1/2004,7/15/2008,N/A,ComplianceDate,
34124,321GS II DVD HE SYS GPHT R1 120V,HED00226,321GS,SB21,SoundBar 2.1,Soundbars,CED,End of Service Life,GEMSTONE,7/1/2004,7/15/2008,N/A,ComplianceDate,
34125,321GS II DVD HE SYS SLVR R1 120V,HED00226,321GS,SB21,SoundBar 2.1,Soundbars,CED,End of Service Life,GEMSTONE,7/1/2004,7/15/2008,N/A,ComplianceDate,
34126,321GS II DVD HE SYS GRPHT R1 DUAL,HED00226,321GS,SB21,SoundBar 2.1,Soundbars,CED,End of Service Life,GEMSTONE,7/1/2004,7/15/2008,N/A,ComplianceDate,
34127,321GS II DVD HE SYS SLVR R1 DUAL,HED00226,321GS,SB21,SoundBar 2.1,Soundbars,CED,End of Service Life,GEMSTONE,7/1/2004,7/15/2008,N/A,ComplianceDate,
34200,321GS II DVD SY SLVR R1 120FRNW,HED00226,321GS,SB21,SoundBar 2.1,Soundbars,CED,End of Service Life,GEMSTONE,7/1/2004,7/15/2008,N/A,ComplianceDate,
34614,"IT 30YRS LS18 WHT RG2,230V -FRNWD",HED00183,LS18,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,,,,,ComplianceDate,
34714,LIFESTYLE 18 II BLACK R1 120V,HED00183,LS18,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,,6/1/2004,8/1/2006,,ComplianceDate,
34717,LIFESTYLE 18 II BLACK R2 230V,HED00183,LS18,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,,6/1/2004,8/1/2006,,ComplianceDate,
34751,LIFESTYLE 18 II BLACK R2 DUAL,HED00183,LS18,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,,6/1/2004,8/1/2006,,ComplianceDate,
34757,LIFESTYLE 28 II BLACK R1 120V,HED00186,LS28,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,,6/1/2004,8/1/2006,,ComplianceDate,
34758,LIFESTYLE 28 II WHITE R1 120V,HED00186,LS28,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,,6/1/2004,8/1/2006,,ComplianceDate,
34760,LIFESTYLE 28 II BLACK R2 230V,HED00186,LS28,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,,6/1/2004,8/1/2006,,ComplianceDate,
34761,LIFESTYLE 28 II WHITE R2 230V,HED00186,LS28,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,,6/1/2004,8/1/2006,,ComplianceDate,
34769,LIFESTYLE 28 II BLACK R1 DUAL,HED00186,LS28,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,,6/1/2004,8/1/2006,,ComplianceDate,
34774,LIFESTYLE 28 II BLACK R2 DUAL,HED00186,LS28,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,,6/1/2004,8/1/2006,,ComplianceDate,
34777,LIFESTYLE 28 II BLACK R4 DUAL,HED00186,LS28,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,,6/1/2004,8/1/2006,,ComplianceDate,
34780,LIFESTYLE 38 BLACK R1 120V,HED00189,LS38,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,FEDX,7/1/2004,8/1/2006,FX_CON.iso,ComplianceDate,
34781,LIFESTYLE 38 WHITE R1 120V,HED00189,LS38,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,FEDX,7/1/2004,8/1/2006,FX_CON.iso,ComplianceDate,
34782,LIFESTYLE 38 SILVER R1 120V,HED00189,LS38,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,FEDX,7/1/2004,8/1/2006,FX_CON.iso,ComplianceDate,
34783,LIFESTYLE 38 BLACK R2 230V,HED00189,LS38,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,FEDX,7/1/2004,8/1/2006,FX_CON.iso,ComplianceDate,
34790,LIFESTYLE 38 WHITE R4 240AUS,HED00189,LS38,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,FEDX,7/1/2004,8/1/2006,FX_CON.iso,ComplianceDate,
34792,LIFESTYLE 38 BLACK R1 DUAL,HED00189,LS38,PHT-51,Premium Home Theater 5.1,Premium Home Theater,CED,End of Service Life,FEDX,7/1/2004,8/1/2006,FX_CON.iso,ComplianceDate,
